Cod;Produto;Grupo
C0013C;Coco, polpa, in natura, Cocos nucifera <<Coconut, pulp, frozen>>;Frutas
C0057C;Figo, enlatado, em calda <<Figs, in syrup >>;Frutas
C0056C;Figo, in natura, Ficus carica L. <<Figs, raw>>;Frutas
C0058C;Fruta-pão, in natura, Artocarpus altilis (Parkinson) Fosberg <<Breadfruit, raw>>;Frutas
C0014C;Goiaba, inteira, in natura, Psidium guajava L. <<Guava, raw>>;Frutas
C0015C;Goiaba, branca, inteira, in natura, Psidium guajava <<Guava, white, raw>>;Frutas
C0016C;Goiaba, vermelha, inteira, in natura, Psidium guajava <<Guava, red, raw>>;Frutas
C0059C;Jaca, crua, Artocarpus integrifolia L. f. <<Jackfruit, raw>>;Frutas
C0060C;Jamelão, in natura, Syzygium cumini Lamarck <<Jambul fruit>>;Frutas
C0061C;Kiwi, in natura, Actinidia chinensis <<Kiwi, raw>>;Frutas
C0017C;Laranja, in natura, Citrus spp. <<Orange, raw>>;Frutas
C0018C;"Laranja, Baía, in natura, Citrus sinenses <<Orange, ""Baía"">>";Frutas
C0040C;"Laranja, Baía, suco, s/ açúcar, Citrus sinensis <<Orange, ""Baía"", juice, no sugar>>";Frutas
C0019C;"Laranja, Lima, in natura, Citrus sinensis (L.) Osbeck <<Orange, ""Lima"", raw>>";Frutas
C0041C;"Laranja, Lima, suco, s/ açúcar, Citrus sinensis (L.) Osbeck <<Orange, ""Lima"", juice, no sugar>>";Frutas
C0020C;"Laranja, Pera, in natura, Citrus sinensis <<Orange, ""Pera"", raw>>";Frutas
C0042C;"Laranja, Pera, suco, s/ açúcar, Citrus sinensis <<Orange, ""Pera"", juice, no sugar>>";Frutas
C0021C;"Laranja, Seleta, in natura, Citrus aurantium L. <<Orange, ""Seleta"", raw>>";Frutas
C0038C;Laranja, suco, s/ açúcar, Citrus sinensis <<Orange, juice>>;Frutas
C0043C;"Laranja, Valência, suco, s/ açúcar, Citrus sinensis (L.) Osbeck <<Orange, ""Valencia"", juice, no sugar>>";Frutas
C0062C;"Limão, cravo, in natura, Citrus limoniaI Osbeck <<Lemon, ""Cravo"", raw>>";Frutas
C0039C;"Limão, galego, suco, in natura, Citrus aurantifolia <<Lemon juice, ""Galego"", raw>>";Frutas
C0022C;Limão, Tahiti, suco, in natura, Citrus aurantifolia Swing <<Lemon, juice>>;Frutas
C0063C;Maçã, Argentina, c/ casca, in natura, Malus domestica <<Apple, Argentin, raw>>;Frutas
C0064C;Maçã, Fuji, c/ casca, in natura, Malus domestica <<Apple, fuji, raw>>;Frutas
C0023C;Maçã, c/ casca, in natura, Malus domestica <<Apple, raw>>;Frutas
C0045C;"Mamão, Formosa, polpa, in natura, Carica papaya L. <<Papaya,""Formosa"", raw>>";Frutas
C0044C;Mamão, Papaia, polpa, in natura, Carica papaya L. <<Papaya, raw>>;Frutas
C0024C;Mamão, polpa, in natura, Carica papaya L. <<Papaya, raw>>;Frutas
C0046C;Manga, Haden, polpa, in natura, Mangifera indica L. <<Mango, Haden, raw>>;Frutas
C0047C;Manga, Palmer, polpa, in natura, Mangifera indica L. <<Mango, Palmer, raw>>;Frutas
C0048C;Manga, Tommy Atkins, polpa, in natura, Mangifera indica L. <<Mango, Tommy Atkins, raw>>;Frutas
C0025C;Manga, polpa, in natura, Mangifera indica L. <<Mango, raw>>;Frutas
C0026C;Maracujá, amarelo, polpa, in natura, Passiflora edulis <<Passion fruit, raw>>;Frutas
C0027C;Melancia, polpa, in natura, Citrullus spp. <<Watermelon, raw>>;Frutas
C0028C;Melão, polpa, in natura, Cucumis melo <<Melon, raw>>;Frutas
C0065C;Mexerica, Murcote, in natura, Citrus reticulata Blanco x Citrus sinensis (L.) Osbeck <<Tangerine, (mandarin orange), raw>>;Frutas
C0066C;Mexerica, Rio, in natura, Citrus reticulata <<Tangerine, (mandarin orange), raw>>;Frutas
C0029C;Morango, in natura, Fragaria vesca L. <<Strawberry, raw>>;Frutas
C0067C;Nêspera, in natura, Eriobotrya japonica Lindl <<Loquat, raw>>;Frutas
C0030C;Pera, in natura, Pyrus communis <<Pear, raw>>;Frutas
C0052C;Pera, Park, in natura, Pyrus communis L. <<Pear, Park, raw>>;Frutas
C0053C;Pera, Williams, in natura, Pyrus communis L. <<Pear, Williams, raw>>;Frutas
C0031C;Pêssego, in natura, Prunus persica <<Peach, raw>>;Frutas
C0068C;Pitanga, in natura, Eugenia uniflora L. <<Pitanga, raw>>;Frutas
C0032C;Tangerina, in natura, Citrus reticulata var. Ponkã <<Tangerine, Ponka, raw>>;Frutas
C0033C;Uva, in natura, Mangifera indica L. <<Grape, raw>>;Frutas
C0034C;Uva, in natura, Mangifera indica L. Itália <<Grape, Italia, raw>>;Frutas
C0035C;Uva, in natura, Mangifera indica L. Rubi <<Grape, Ruby, raw>>;Frutas
C0069C;Abiu, in natura, Lucuma caimito (Ruiz & Pav.) Roem & Schult <<Abiu fruit, raw>>;Frutas
C0070C;Atemóia, in natura, Annona atemoya Mabb <<Atemoya, raw>>;Frutas
C0071C;Cacau, in natura, Theobroma arábi L. <<Cacao fruit, raw>>;Frutas
C0072C;Cajá-Manga, in natura, Spondias dulcis Parkinson <<Ambarella, raw>>;Frutas
C0073C;Cajá, polpa, congelada <<Hog plum, pulp, frozen>>;Frutas
C0074C;Ciriguela, in natura, Spondias purpurea L. <<Jocote, raw>>;Frutas
C0075C;Cupuaçu, in natura, Theobroma grandiflorum (Willd. ex Sprengel) Schumann <<Cupuassu, pulp, frozen>>;Frutas
C0076C;Cupuaçu, polpa, congelada <<Cupuassu, raw>>;Frutas
C0077C;Graviola, in natura, Annona muricata L. <<Soursop, raw>>;Frutas
C0078C;Graviola, polpa, congelada <<Soursop, pulp, frozen>>;Frutas
C0079C;Jabuticaba, in natura, Myrciaria cauliflora Berg. <<Jaboticaba, raw>>;Frutas
C0080C;Jambo, in natura, Eugenia malaccensis L. <<Mountain apple, raw>>;Frutas
C0081C;Macaúba, in natura, Acrocomia aculeata (Jacq.) Lood. ex Mart. <<Macauba, raw>>;Frutas
C0082C;Maracujá, polpa, congelada <<Passion fruit, pulp, frozen>>;Frutas
C0083C;Maracujá, suco, concentrado, envasado <<Passion fruit, juice, concentrated>>;Frutas
C0084C;Pinha, in natura, Annona squamosa L. <<Custard apple, fruit>>;Frutas
C0085C;Pitanga, polpa, congelada <<Pitanga, pulp, frozen>>;Frutas
C0086C;Romã, in natura, Punica granatum L. <<Pomegranate, raw>>;Frutas
C0087C;Tamarindo, in natura, Tamarindus indica L. <<Tamarind, raw>>;Frutas
C0088C;Tucumã, in natura, Astrocaryum vulgare <<Tucuman, raw>>;Frutas
C0089C;Umbu, in natura, Spondias tuberosa Arruda ex. Koster <<Umbu, raw>>;Frutas
C0090C;Umbu, polpa, congelada <<Umbu, pulp, frozen>>;Frutas
C0174C;Coconut, água <<Coconut, water>>;Frutas
C0175C;Coconut, milk <<Coconut, milk>>;Frutas
C0109C;Abacaxi, suco natural (néctar), s/ açúcar <<Pineapple, juice, no sugar added>>;Frutas
C0110C;Abacaxi, suco natural (néctar), c/ açúcar refinado <<Pineapple, juice, with sugar added>>;Frutas
C0111C;Abacaxi e melão, suco natural, s/ açúcar <<Pineapple and melon, juice, no sugar added>>;Frutas
C0112C;Abacaxi e melão, suco natural, c/ açúcar refinado <<Pineapple and melon, juice, with sugar added>>;Frutas
C0113C;Abacaxi, maracujá e caju, suco natural, s/ açúcar <<Pineapple, passion fruit and cashew, juice, no sugar added>>;Frutas
C0114C;Abacaxi, maracujá e caju, suco natural (néctar), c/ açúcar refinado <<Pineapple, passion fruit and cashew, juice, with sugar added>>;Frutas
C0115C;Abacaxi, melão e maracujá, suco natural (néctar), s/ açúcar <<Pineapple, melon and passion fruit, juice, no sugar added>>;Frutas
C0116C;Abacaxi, melão e maracujá, suco natural (néctar), c/ açúcar refinado <<Pineapple, melon and passion fruit, juice, with sugar added>>;Frutas
C0119C;Abacaxi, banana e cenoura, suco natural (néctar), s/ açúcar <<Pineapple, banana and carrots, juice, no sugar added>>;Frutas
C0120C;Abacaxi, banana e cenoura, suco natural (néctar), c/ açúcar refinado <<Pineapple, banana and carrots, juice, with sugar added>>;Frutas
C0095C;Açaí, polpa, com xarope de guaraná e glucose <<Assai, juice, with guarana and glucose syrup >>;Frutas
C0160C;Açaí, c/ xarope de guaraná e glucose, suco <<Assai, pulp, with guarana and glucose syrup >>;Frutas
C0149C;Acerola, suco natural (néctar), s/ açúcar <<Acerola, juice, no sugar added>>;Frutas
C0150C;Acerola, suco natural (néctar), c/ açúcar refinado <<Acerola, juice, with sugar added>>;Frutas
C0094C;Banana, doce, em barra <<Banana, sweet>>;Frutas
C0093C;"Banana, figo, in natura, Musa acuminata Colla x Musa balbisiana Colla, Grupo ABB <<Banana, ""Fig"", raw>>";Frutas
C0105C;"Banana, nanica, à milanesa <<Banana, ""Nanica"", breaded>>";Frutas
C0107C;"Banana, da terra, assada, Musa acuminata Colla x Musa balbisiana Colla <<Banana, ""Terra"", baked>>";Frutas
C0106C;"Banana, da terra, à milanesa <<Banana, ""Terra"", breaded>>";Frutas
C0103C;"Banana, da terra, frita, c/ óleo de soja, Musa acuminata Colla x Musa balbisiana Colla <<Banana, ""Terra"", fried in oil>>";Frutas
C0104C;"Banana, da terra, frita, na manteiga, Musa acuminata Colla x Musa balbisiana Colla <<Banana, ""Terra"", fried, in butter>>";Frutas
C0092C;"Banana, pacova, in natura, Musa acuminata Colla x Musa balbisiana Colla, Grupo AAB <<Banana, ""Pacovan"", raw>>";Frutas
C0135C;Caju, refresco, c/ suco concentrado , s/ açúcar <<Cashew, juice, prepared, no sugar added>>;Frutas
C0136C;Caju, refresco, c/ suco concentrado , c/ açúcar refinado <<Cashew, juice, prepared, with sugar added>>;Frutas
C0151C;Cupuaçu, polpa, congelada, suco preparado, s/ açúcar <<Cupuassu, pulp frozen, juice, prepared, no sugar added>>;Frutas
C0152C;Cupuaçu, polpa, congelada, suco preparado, c/ açúcar refinado <<Cupuassu, pulp frozen, juice, prepared, with sugar added>>;Frutas
C0097C;Goiaba, doce, cascão <<Guava, paste>>;Frutas
C0096C;Goiaba, doce, em pasta <<Guava, paste>>;Frutas
C0121C;Goiaba, vermelha, suco natural (néctar), s/ açúcar <<Guava, red, juice, no sugar added>>;Frutas
C0122C;Goiaba, vermelha, suco natural (néctar), c/ açúcar refinado <<Guava, red, juice, with sugar added>>;Frutas
C0123C;Laranja, abacaxi e beterraba, suco natural, s/ açúcar <<Orange, pineapple and beetroots, juice, no sugar added>>;Frutas
C0124C;Laranja, abacaxi e beterraba, suco natural, c/ açúcar refinado <<Orange, pineapple and beetroots, juice, with sugar added>>;Frutas
C0125C;Laranja e acerola, suco natural (néctar), s/ açúcar <<Orange and acerola, juice, no sugar added>>;Frutas
C0126C;Laranja e acerola, suco natural (néctar), c/ açúcar refinado <<Orange and acerola, juice, with sugar added>>;Frutas
C0153C;Laranja e banana, suco natural, s/ açúcar <<Orange and banana, juice, no sugar added>>;Frutas
C0154C;Laranja e banana, suco natural, c/ açúcar refinado <<Orange and acerola, juice, with sugar added>>;Frutas
C0155C;Laranja e beterraba, suco natural, s/ açúcar <<Orange and beetroots, juice, no sugar added>>;Frutas
C0156C;Laranja e beterraba, suco natural, c/ açúcar refinado <<Orange and beetroots, juice, with sugar added>>;Frutas
C0157C;Laranja, cenoura e beterraba, suco natural, s/ açúcar <<Orange, carrots and beetroots, juice, no sugar added>>;Frutas
C0158C;Laranja, cenoura e beterraba, suco natural, c/ açúcar refinado <<Orange, carrots and beetroots, juice, with sugar added>>;Frutas
C0137C;Laranja e cenoura, suco natural, s/ açúcar <<Orange and carrots, juice, no sugar added>>;Frutas
C0138C;Laranja e cenoura, suco natural, c/ açúcar refinado <<Orange and carrots, juice, with sugar added>>;Frutas
C0127C;Laranja e mamão, suco natural (néctar), s/ açúcar <<Orange and papaya, juice, no sugar added>>;Frutas
C0128C;Laranja e mamão, suco natural (néctar), c/ açúcar refinado <<Orange and papaya, juice, with sugar added>>;Frutas
C0129C;Laranja, mamão, pêra e maçã, suco natural (néctar), s/ açúcar <<Orange, papaya, pear and apple, juice, no sugar added>>;Frutas
C0130C;Laranja, mamão, pêra e maçã, suco natural (néctar), c/ açúcar refinado <<Orange, papaya, pear and apple, juice, with sugar added>>;Frutas
C0131C;Laranja e morango, suco natural, s/ açúcar <<Orange and strawberry, juice, no sugar added>>;Frutas
C0132C;Laranja e morango, suco natural, c/ açúcar refinado <<Orange and strawberry, juice, with sugar added>>;Frutas
C0108C;Laranjada, c/ açúcar refinado <<Orangeade, no sugar added>>;Frutas
C0098C;Mamão, doce, em calda, drenado <<Papaya, sweet, in syrup, drained>>;Frutas
C0139C;Mamão, suco natural (néctar), s/ açúcar <<Papaya, juice, no sugar added>>;Frutas
C0140C;Mamão, suco natural (néctar), c/ açúcar refinado <<Papaya, juice, with sugar added>>;Frutas
C0099C;Mamão, verde, doce, em calda, drenado <<Papaya, unripe, sweet,in syrup, drained>>;Frutas
C0141C;Manga, suco natural (néctar), s/ açúcar <<Mango, juice, no sugar added>>;Frutas
C0142C;Manga, suco natural (néctar), c/ açúcar refinado <<Mango, juice, with sugar added>>;Frutas
C0133C;Maracujá, refresco, c/ suco concentrado , s/ açúcar <<Passion fruit, juice concentrated, prepared, no sugar added>>;Frutas
C0134C;Maracujá, refresco, c/ suco concentrado , c/ açúcar refinado <<Passion fruit, juice concentrated, prepared, with sugar added>>;Frutas
C0143C;Maracujá, refresco, c/ suco natural, s/ açúcar <<Passion fruit, juice, no sugar added>>;Frutas
C0144C;Maracujá, refresco, c/ suco natural, c/ açúcar refinado <<Passion fruit, juice, with sugar added>>;Frutas
C0117C;Melancia e acerola, suco natural (nectar), s/ açúcar <<Watermelon and acerola, juice, no sugar added>>;Frutas
C0118C;Melancia e acerola, suco natural (néctar), c/ açúcar refinado <<Watermelon and acerola, juice, with sugar added>>;Frutas
C0145C;Melão, suco natural (néctar), s/ açúcar <<Melon, juice, no sugar added>>;Frutas
C0146C;Melão, suco natural (néctar), c/ açúcar refinado <<Melon, juice, with sugar added>>;Frutas
C0147C;Morango, suco natural (néctar), s/ açúcar <<Strawberry, juice, no sugar added >>;Frutas
C0148C;Morango, suco natural (néctar), c/ açúcar refinado <<Strawberry, juice, with sugar added >>;Frutas
C0173C;Pequi, polpa, maduro, cru, Caryocar brasiliense Camb. <<Pequi, ripe, raw>>;Frutas
C0100C;Pêssego, enlatado, em calda, drenado <<Peach, sweet, in syrup, drained>>;Frutas
C0159C;Pêssego, enlatado, em calda, suco <<Peach, sweet, in syrup, juice>>;Frutas
C0101C;Tangerina, Poncã, suco, s/ açúcar <<Tangerine, juice, no sugar added>>;Frutas
C0102C;Uva, suco, concentrado, envasado <<Grape, juice, concentrated>>;Frutas
C0161C;Limão, refresco (limonada), c/ suco natural, s/ açúcar <<Lemon, juice, no sugar added>>;Frutas
C0162C;Limão, refresco (limonada), c/ suco natural, c/ açúcar refinado <<Lemon, juice, with sugar added>>;Frutas
C0163C;Tangerina, refresco, c/ suco natural, s/ açúcar <<Tangerine, juice, no sugar added>>;Frutas
C0164C;Tangerina, refresco, c/ suco natural, c/ açúcar refinado <<Tangerine, juice, with sugar added>>;Frutas
C0165C;Uva, refresco, c/ suco concentrado , s/ açúcar <<Grape, juice, concentrated, no sugar added>>;Frutas
C0166C;Uva, refresco, c/ suco concentrado , c/ açúcar refinado <<Grape, juice, concentrated, with sugar added>>;Frutas
C0167C;Laranja, refresco (laranjada), s/ açúcar <<Orangeade, no sugar added>>;Frutas
C0168C;Uva, passa, branca <<Raisin, white>>;Frutas
C0169C;Uva, passa, preta <<Raisin, black>>;Frutas
C0170C;Amora preta, crua, Rubus ssp. <<Blackberry, raw>>;Frutas
C0171C;Uva passa, s/ caroço <<Raisins, seedless>>;Frutas
C0172C;Maçã , verde, crua, s/ pele, Malus domestica <<Apple, green skin, unpeeled, raw>>;Frutas
C0001D;Azeite, dendê, Elaeis guineensis Jacq. <<Oil, palm>>;Gorduras
C0002D;Azeite, oliva, Olea europaea L. <<Oil, olive>>;Gorduras
C0003D;Gordura, vegetal, hidrogenada <<Hydrogenated vegetal fat>>;Gorduras
C0004D;Manteiga (média várias amostras, c/ e s/ sal) <<Butter (median, with and without salt)>>;Gorduras
C0005D;Manteiga, levemente salgada, light, Teixeira <<Butter, salty, light>>;Gorduras
C0006D;Manteiga, s/ sal <<Butter, without salt>>;Gorduras
C0007D;Manteiga, c/ sal <<Butter, salty>>;Gorduras
C0008D;Margarina (média várias amostras, c/ e s/ sal) <<Margarine, (median, with and without salt)>>;Gorduras
C0009D;"Margarina, c/ sal, ""Amélia"" <<Margarine, salty>>";Gorduras
C0010D;Margarina, c/ óleo hidrogenado, c/ sal (65% lipídeos) <<Margarine, hydrogenated, salty 65% fat>>;Gorduras
C0011D;Margarina, c/ óleo hidrogenado, s/ sal (85% lipídeos) <<Margarine, hydrogenated, no salt 85% fat>>;Gorduras
C0012D;Margarina, c/ óleo interesterificado, c/ sal (65% lipídeos) <<Margarine, interesterified, with salt 65% fat>>;Gorduras
C0013D;Margarina, c/ óleo interesterificado, s/ sal (65% lipídeos) <<Margarine, interesterified, no salt 65% fat>>;Gorduras
C0014D;"Margarina e manteiga, c/ sal, ""Vigor mix"" <<Margarine and butter, salty>>";Gorduras
C0015D;"Margarina e manteiga, s/ sal, ""Vigor mix"" <<Margarine and butter, without salt>>";Gorduras
C0016D;"Margarina, ao leite , c/ sal, ""Leco"" <<Margarine with milk, salty>>";Gorduras
C0017D;"Margarina, ao leite , s/ sal, ""Leco"" <<Margarine with milk, no salt>>";Gorduras
C0018D;Manteiga, cacau, Theobroma cacao L. <<Cocoa butter>>;Gorduras
C0019D;Óleo, abacate, Persea americana <<Oil, avocado>>;Gorduras
C0020D;Óleo, algodão, Gossypium ssp. <<Oil, cotton >>;Gorduras
C0021D;Óleo, amendoim, Arachis hypogaea L. <<Oil, peanut >>;Gorduras
C0022D;Óleo, arroz, Oryza satva <<Oil, rice >>;Gorduras
C0023D;Óleo, babaçu, Orbignia martiana <<Oil, babassu >>;Gorduras
C0024D;Óleo, canola, Arachis hypogaea L. <<Oil, canola >>;Gorduras
C0025D;Óleo, composto (85% soja, 15% oliva) <<Oil, mixed, soy, olive>>;Gorduras
C0026D;Óleo, cação, fígado (média diferentes amostras) <<Oil, liver, dogfish (mean of different sample)>>;Gorduras
C0027D;Óleo, girassol, Helianthus annus L. <<Oil, sunflower>>;Gorduras
C0028D;Óleo, milho, Zea mays <<Oil, corn>>;Gorduras
C0029D;Óleo, cobertura, sardinha enlatada (média diferentes amostras) <<Oil, from canned sardine (mean of different sample)>>;Gorduras
C0030D;Óleo, soja, Glycine max <<Oil, soy>>;Gorduras
C0031D;Maionese, molho, tradicional, c/ovos, industrializada <<Mayonnaise, with eggs, industrialized>>;Gorduras
C0032D;Pat (média diferentes sabores) <<Pate (mean of different flavors)>>;Gorduras
C0033D;"Patê, peito de peru, defumado, vidro, ""Sadia"" <<Pate, turkey>>";Gorduras
C0034D;"Patê, presunto, vidro, ""Sadia"" <<Pate, ham>>";Gorduras
C0085E;Peixe, água salgada, anchova, filé, fresco, Pomatus saltatrix <<Fish, saltwater, anchovy, fillet, fresh>>;Pescados
C0084E;Peixe, água salgada, anchova, filé, defumado, Pomatus saltatrix <<Fish, saltwater, anchovy, fillet, smoked>>;Pescados
C0001E;Crustáceo, camarão, s/ casca, cozido, s/ sal, Penaeus brasiliensis <<Crustacean, shrimp, shelled, cooked, without salt>>;Pescados
C0002E;Crustáceo, camarão, s/ casca, cru, Penaeus brasiliensis <<Crustacean, shrimp, shelled, raw>>;Pescados
C0003E;Crustáceo, camarão, Sete Barbas, sem cabeça, com casca, frito, s/ sal <<Crustacean, shrimp, without head, with shell, fried, without salt>>;Pescados
C0004E;Crustáceo, caranguejo, cozido, s/ sal, Ucides cordatus <<Crustacean, crab, cooked, without salt>>;Pescados
C0005E;Crustáceo, caranguejo, cru, Ucides cordatus <<Crustacean, crab, raw>>;Pescados
C0006E;Crustáceo, lagosta, cozido, s/ sal, Panulirus argus <<Crustacean, lobster, cooked, without salt>>;Pescados
C0007E;Crustáceo, lagosta, cru, Panulirus argus <<Crustacean, lobster, raw>>;Pescados
C0008E;Crustáceo, siri, azul, cru, Callinectes bocourti <<Crustacena, blue crab, raw>>;Pescados
C0009E;Molusco, lula, músculo, cru, Loligo plei <<Mollusc, squid, muscle, raw>>;Pescados
C0010E;Molusco, mexilhão, cru, Anomalocardia brasiliana <<Mollusc, mussel, raw>>;Pescados
C0011E;Molusco, mexilhão, cozido, s/ sal, Anomalocardia brasiliana <<Mollusc, mussel, cooked, without salt>>;Pescados
C0012E;Molusco, mexilhão, cru, Perna Perna <<Mollusc, mussel, raw>>;Pescados
C0013E;Molusco, mexilhão, Sururu, c/ leite de coco, cozido, s/ sal, Mytella falcata <<Mollusc, mussel, prepared with coconut milk, without salt>>;Pescados
C0014E;Molusco, mexilhão, Sururu, cru, Mytella falcata <<Mollusc, mussel, raw>>;Pescados
C0015E;Molusco, mexilhão, Unha de Velho, c/ leite de coco, cozido, s/ sal, Tagelus plebeus <<Mollusc, mussel, prepared with coconut milk, without salt>>;Pescados
C0016E;Molusco, mexilhão, Unha de Velho, cru, Tagelus plebeus <<Mollusc, mussel, raw>>;Pescados
C0017E;Molusco, ostra, cozido, s/ sal, Crassostrea rhizophora <<Mollusc, oyster, cooked, without salt>>;Pescados
C0018E;Molusco, ostra, cru, Crassostrea rhizophora <<Mollusc, oyster, raw>>;Pescados
C0019E;Peixe, água doce, corvina de água doce, crua, Plagioscions squamossissimus <<Fish, freshwater, South American silver croaker, raw>>;Pescados
C0020E;Peixe, água doce, corimba/curimatã, filé, cru, Prochilodus cearensis <<Fish, freshwater, Brazilian bocachico, fillet, raw>>;Pescados
C0021E;Peixe, água doce, corimba/curimatã, inteiro, cru, Prochilodus cearensis <<Fish, freshwater, Brazilian bocachico, whole, raw>>;Pescados
C0022E;Peixe, água doce, corimbatá, assado, s/ sal, Prochilodus spp. <<Fish, freshwater, Streaked prochilod, baked, without salt>>;Pescados
C0023E;Peixe, água doce, Corimbatá, cozido, s/ sal <<Fish, freshwater, Streaked prochilod, cooked, without salt>>;Pescados
C0024E;Peixe, água doce, dourado, cru, Brachyplatistoma flavicans <<Fish, freshwater, Gilded catfish, raw>>;Pescados
C0025E;Peixe, água doce, lambari, congelado, cru, Astyanax taeniatus <<Fish, freshwater, lambari, frozen,raw>>;Pescados
C0026E;Peixe, água doce, lambari, congelado, frito, s/ sal <<Fish, freshwater, lambari, frozen, fried, without salt>>;Pescados
C0027E;Peixe, água doce, lambari, fresco, cru, Astyanax fasciatus parahybae <<Fish, freshwater, lambari, fresh, raw>>;Pescados
C0028E;Peixe, água doce, pintado, assado, s/ sal <<Fish, freshwater, Spotted sorubim, baked, without salt>>;Pescados
C0029E;Peixe, água doce, pintado, cru <<Fish, freshwater, Spotted sorubim, raw>>;Pescados
C0030E;Peixe, água doce, pintado, grelhado, s/ sal <<Fish, freshwater, Spotted sorubim, grilled, without salt>>;Pescados
C0031E;Peixe, água doce, tilápia, filé, cru, Oreochromis niloticus <<Fish, freshwater, tilapia, fillet, raw>>;Pescados
C0032E;Peixe, água doce, tucunaré, filé, cru, Cichla ocellaris spp.<<Fish, freshwater, Peacock cichlid, fillet, raw>>;Pescados
C0033E;Peixe, água doce, tucunaré, inteiro, cru, Cichla ocellaris spp.<<<<Fish, freshwater, Peacock cichlid, whole, raw>>;Pescados
C0034E;Peixe, água salgada, abadejo, filé, congelado, assado, s/ sal <<Fish, saltwater, king, fillet, frozen, baked, without salt>>;Pescados
C0035E;Peixe, água salgada, abadejo, filé, congelado, cru <<Fish, saltwater, king, fillet, frozen, raw>>;Pescados
C0036E;Peixe, água salgada, abadejo, filé, congelado, grelhado, s/ sal <<Fish, saltwater, king, fillet, frozen, grilled, raw>>;Pescados
C0037E;Peixe, água salgada, abadejo, filé, congelado, cozido, s/ sal <<Fish, saltwater, king, fillet, frozen, cooked, without salt>>;Pescados
C0038E;"Peixe, água salgada, atum, ralado, conserva em óleo, ""Coqueiro"" <<Fish, saltwater, tuna, grated, canned, oil>>";Pescados
C0039E;"Peixe, água salgada, atum, sólido, conserva em óleo, ""Coqueiro"" <<Fish, saltwater, tuna, solid, canned, oil>>";Pescados
C0040E;Peixe, água salgada, atum, sólido, conserva em óleo (média de diferentes marcas) <<Fish, saltwater, tuna, solid, canned, oil (mean of different branded)>>;Pescados
C0041E;Peixe, água salgada, atum, fresco, Thunnus thynnus <<Fish, saltwater, tuna, fresh, raw>>;Pescados
C0042E;Peixe, água salgada, bacalhau, salgado, cru <<Fish, saltwater, cod, salted, raw>>;Pescados
C0043E;Peixe, água salgada, bacalhau, salgado, dessalgado, refogado <<Fish, saltwater, cod, salted, desalted, braised/cooked>;Pescados
C0044E;Peixe, água salgada, cação posta, c/ farinha de trigo, frito, s/ sal <<Fish, saltwater, blue shark/dogfish, slice, with wheat flour, fried, without salt>>;Pescados
C0045E;Peixe, água salgada, cação, cru, Prionace glauca <<Fish, saltwater, blue shark/dogfish, raw>>;Pescados
C0046E;Peixe, água salgada, cação, cru (média de diferentes espécies) <<Fish, saltwater, blue shark/dogfish, raw (mean of different species)>>;Pescados
C0047E;Peixe, água salgada, cavalinha, escabeche, s/ sal <<Fish, saltwater, mackrel, prepared - sauce from vinegar, oil and spices, without salt>>;Pescados
C0048E;Peixe, água salgada, corvina do mar, crua, Micropogon furnieri <<Fish, saltwater, croaker, raw>>;Pescados
C0049E;Peixe, água salgada, corvina, assado, s/ sal <<Fish, saltwater, croaker, baked, without salt>>;Pescados
C0050E;Peixe, água salgada, corvina, cozido, s/ sal <<Fish, saltwater, croaker, cooked, without salt>>;Pescados
C0051E;Peixe, água salgada, pescada branca, cru <<Fish, saltwater, whitefish, raw>>;Pescados
C0052E;Peixe, água salgada, pescada branca, frita, s/ sal <<Fish, saltwater, whitefish, fried, without salt>>;Pescados
C0053E;Peixe, água salgada, pescada, filé empanado, frito, s/ sal <<Fish, saltwater, whitefish, fillet, breaded, fried, without salt>>;Pescados
C0054E;Peixe, água salgada, pescada, filé, cru <<Fish, saltwater, whitefish, fillet, raw>>;Pescados
C0055E;Peixe, água salgada, pescada, filé, frito, s/ sal <<Fish, saltwater, whitefish, fillet, fried, without salt>>;Pescados
C0056E;Peixe, água salgada, pescada, filé, escabeche, s/ sal <<Fish, saltwater, whitefish, fillet, prepared - sauce from vinegar, oil and spices, without salt>>;Pescados
C0057E;Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis <<Fish, saltwater, whitefish, fillet, raw>>;Pescados
C0058E;Peixe, água salgada, porquinho, cru, Balistes carolinensis <<Fish, saltwater, triggerfish, raw>>;Pescados
C0059E;Peixe, água salgada, Manjuba, c/ farinha de trigo, frito, s/ sal <<Fish, saltwater, manjuba, fried, with wheat flour, without salt>>;Pescados
C0060E;Peixe, água salgada, Manjuba, frita, s/ sal <<Fish, saltwater, manjuba, fried, without salt>>;Pescados
C0061E;Peixe, água salgada, Merluza, filé, assado, s/ sal <<Fish, saltwater, hake, fillet, baked, without salt>>;Pescados
C0062E;Peixe, água salgada, merluza, filé, cru, Merlucius hubbsi <<Fish, saltwater, hake, fillet, raw>>;Pescados
C0063E;Peixe, água salgada, Merluza, filé, frito, s/ sal <<Fish, saltwater, hake, fillet, fried, without salt>>;Pescados
C0064E;Peixe, água salgada, salmão, s/ pele, fresco, cru <<Fish, saltwater, salmon, no skin, fresh, raw>>;Pescados
C0065E;Peixe, água salgada, salmão, filé, c/ pele, fresco, grelhado, s/ sal <<Fish, saltwater, salmon, with skin, fresh, grilled, without salt>>;Pescados
